name,year,quarter,count,time,value
Python,2018,2,348311,2018_2,0.38929493182285363
Java,2018,2,308183,2018_2,0.547520500632147
Go,2018,2,235675,2018_2,0.6032708622302506
C_plus_plus,2018,2,155382,2018_2,0.33429179425961486
PHP,2018,2,145153,2018_2,0.42720872969105145
C,2018,2,99304,2018_2,0.42654621735011505
TypeScript,2018,2,86781,2018_2,0.46747989420845254
C_sharp,2018,2,85701,2018_2,0.6573862731567492
Swift,2018,2,79322,2018_2,0.28666161299891235
Objective-C,2018,2,66755,2018_2,0.28841203698359746
Ruby,2018,2,62869,2018_2,0.2676244601045692
Kotlin,2018,2,20258,2018_2,0.7860305457439928
Rust,2018,2,19794,2018_2,0.0413589364844904
Scala,2018,2,17107,2018_2,0.5040078751230488
Lua,2018,2,9760,2018_2,0.27089009990917345
Perl,2018,2,5533,2018_2,0.43067123958843706
R,2018,2,3296,2018_2,0.6065934065934065
Dart,2018,2,2427,2018_2,0.09042664985287936
JavaScript,2018,3,733327,2018_3,0.5080197538905563
Python,2018,3,355318,2018_3,0.42930475298631887
Java,2018,3,289552,2018_3,0.4817242426596789
Go,2018,3,233364,2018_3,0.5784222014343623
C_plus_plus,2018,3,149424,2018_3,0.2724451134063425
PHP,2018,3,133261,2018_3,0.3646403316777507
C,2018,3,96448,2018_3,0.37823115441873056
TypeScript,2018,3,89006,2018_3,0.4874957269570537
C_sharp,2018,3,79430,2018_3,0.49094962577631507
Swift,2018,3,72943,2018_3,0.24461290003625458
Ruby,2018,3,63704,2018_3,0.2752170947942714
Objective-C,2018,3,57715,2018_3,0.23623792319324044
Kotlin,2018,3,22771,2018_3,0.9110492015322621
Rust,2018,3,19570,2018_3,0.02631932321740298
Scala,2018,3,15058,2018_3,0.359935311489242
Lua,2018,3,9194,2018_3,0.22805025734181048
Perl,2018,3,5184,2018_3,0.3451739343459089
R,2018,3,3071,2018_3,0.5076923076923077
Dart,2018,3,2468,2018_3,0.09258091635140815
JavaScript,2018,4,668062,2018_4,0.41640252342194883
Python,2018,4,336045,2018_4,0.3192563323664436
Java,2018,4,255160,2018_4,0.3602672675005827
Go,2018,4,215511,2018_4,0.38646065180693095
C_plus_plus,2018,4,139366,2018_4,0.16803861524887112
PHP,2018,4,135579,2018_4,0.3768362235878441
TypeScript,2018,4,93555,2018_4,0.5284179845630701
C,2018,4,90804,2018_4,0.282751387197185
C_sharp,2018,4,76670,2018_4,0.41769733000690057
Swift,2018,4,66012,2018_4,0.198925546290498
Ruby,2018,4,54043,2018_4,0.1873698567856331
Objective-C,2018,4,48248,2018_4,0.1815993905324761
Kotlin,2018,4,20958,2018_4,0.8208546838465748
Rust,2018,4,19178,2018_4,0.0
Scala,2018,4,13634,2018_4,0.25980874701167206
Lua,2018,4,8769,2018_4,0.19588253103239478
Perl,2018,4,4679,2018_4,0.22146006859382655
R,2018,4,2644,2018_4,0.32
Dart,2018,4,2498,2018_4,0.09415720891130727
JavaScript,2019,1,694689,2019_1,0.4537807812276274
Python,2019,1,370405,2019_1,0.5154512025215267
Java,2019,1,258128,2019_1,0.37074889992301224
Go,2019,1,239288,2019_1,0.6421190714278034
C_plus_plus,2019,1,163611,2019_1,0.4197124617221155
PHP,2019,1,146544,2019_1,0.4345273171142352
TypeScript,2019,1,104461,2019_1,0.6265270506108203
C,2019,1,101537,2019_1,0.4643219650832318
C_sharp,2019,1,92106,2019_1,0.8273793725781623
Swift,2019,1,72959,2019_1,0.24471836788504003
Ruby,2019,1,62947,2019_1,0.26833371220731983
Objective-C,2019,1,48693,2019_1,0.18416769591264298
Rust,2019,1,21542,2019_1,0.15872163287229757
Kotlin,2019,1,21042,2019_1,0.8250335804188846
Scala,2019,1,14223,2019_1,0.3012234566165096
Lua,2019,1,10241,2019_1,0.30729639721465335
Perl,2019,1,6621,2019_1,0.6972072513473787
Dart,2019,1,5626,2019_1,0.25851197982345525
R,2019,1,3020,2019_1,0.48527472527472526
JavaScript,2019,2,506507,2019_2,0.18961601199383463
Python,2019,2,284212,2019_2,0.02329100335746751
Java,2019,2,203379,2019_2,0.1774002161306955
Go,2019,2,179569,2019_2,0.0
C_plus_plus,2019,2,123178,2019_2,0.0
PHP,2019,2,96071,2019_2,0.16896939978112635
TypeScript,2019,2,75380,2019_2,0.3649178676166316
C,2019,2,74090,2019_2,0.0
C_sharp,2019,2,66218,2019_2,0.1402940708105526
Swift,2019,2,52296,2019_2,0.1085132329191523
Ruby,2019,2,43400,2019_2,0.09059331666287793
Objective-C,2019,2,34095,2019_2,0.09991573649763946
Rust,2019,2,19363,2019_2,0.012421109171478447
Kotlin,2019,2,16676,2019_2,0.6078304561962091
Scala,2019,2,10309,2019_2,0.026016031500492195
Dart,2019,2,7726,2019_2,0.36885245901639346
Lua,2019,2,7306,2019_2,0.08514986376021798
Perl,2019,2,3892,2019_2,0.028662420382165606
R,2019,2,2356,2019_2,0.1934065934065934
JavaScript,2019,3,604578,2019_3,0.3272854122740277
Python,2019,3,353480,2019_3,0.4188098120274993
Java,2019,3,275895,2019_3,0.43349390101779195
Go,2019,3,253421,2019_3,0.7940819113361934
C_plus_plus,2019,3,154802,2019_3,0.32827113717755746
PHP,2019,3,126242,2019_3,0.3277106658809664
TypeScript,2019,3,99381,2019_3,0.5808279807848006
C,2019,3,96189,2019_3,0.3738496413587766
C_sharp,2019,3,84169,2019_3,0.6167259408673497
Swift,2019,3,61294,2019_3,0.167825714379882
Ruby,2019,3,47882,2019_3,0.13134803364401001
Objective-C,2019,3,36755,2019_3,0.11526785405099674
Rust,2019,3,28709,2019_3,0.6399221162884383
Kotlin,2019,3,22426,2019_3,0.893885876324561
Dart,2019,3,19738,2019_3,1.0
Scala,2019,3,13442,2019_3,0.2463085360708761
Lua,2019,3,8479,2019_3,0.17393278837420525
Perl,2019,3,5036,2019_3,0.3089171974522293
R,2019,3,2730,2019_3,0.3578021978021978
JavaScript,2019,4,550440,2019_4,0.2512879615253957
Python,2019,4,338999,2019_4,0.33612360962017224
Java,2019,4,250325,2019_4,0.343192236246389
Go,2019,4,240990,2019_4,0.660419556358397
C_plus_plus,2019,4,143918,2019_4,0.21529039289977683
PHP,2019,4,115076,2019_4,0.2689620338412324
TypeScript,2019,4,102413,2019_4,0.6081034886022202
C,2019,4,96175,2019_4,0.37361280281499526
C_sharp,2019,4,78173,2019_4,0.4575879823769839
Swift,2019,4,53550,2019_4,0.11677927556771366
Ruby,2019,4,48645,2019_4,0.13828597408501933
Objective-C,2019,4,33092,2019_4,0.09412694931492618
Rust,2019,4,26797,2019_4,0.5115482744729422
Kotlin,2019,4,24559,2019_4,1.0
Dart,2019,4,15894,2019_4,0.7980243799915931
Scala,2019,4,12344,2019_4,0.16910420475319926
Lua,2019,4,8014,2019_4,0.13873751135331516
Perl,2019,4,5029,2019_4,0.30720235178833905
R,2019,4,2703,2019_4,0.34593406593406595
JavaScript,2020,1,500376,2020_1,0.18100948108135426
Python,2020,1,316895,2020_1,0.2099102391339104
Go,2020,1,213824,2020_1,0.36832145199617217
Java,2020,1,206269,2020_1,0.1876063878627782
C_plus_plus,2020,1,141747,2020_1,0.19275445061504126
PHP,2020,1,105653,2020_1,0.21938399696944189
TypeScript,2020,1,104222,2020_1,0.6243770353178244
C,2020,1,97678,2020_1,0.3990391121938016
C_sharp,2020,1,74543,2020_1,0.36124528902808006
Swift,2020,1,48148,2020_1,0.08117069312151874
Ruby,2020,1,44963,2020_1,0.1048056376449193
Objective-C,2020,1,26251,2020_1,0.0546443041335288
Rust,2020,1,24779,2020_1,0.3760574728078421
Kotlin,2020,1,21482,2020_1,0.8469230386547933
Dart,2020,1,15535,2020_1,0.7791614123581336
Scala,2020,1,10475,2020_1,0.03768808887638869
Lua,2020,1,7207,2020_1,0.0776566757493188
Perl,2020,1,5057,2020_1,0.31406173444390006
R,2020,1,2480,2020_1,0.2479120879120879
JavaScript,2020,2,545593,2020_2,0.24448387486207931
Python,2020,2,333988,2020_2,0.30751090605942943
Java,2020,2,236822,2020_2,0.29550575289057146
Go,2020,2,232000,2020_2,0.5637560078707139
C_plus_plus,2020,2,157607,2020_2,0.3573882804795765
TypeScript,2020,2,113126,2020_2,0.7044763498317771
C,2020,2,108056,2020_2,0.5746041412911084
PHP,2020,2,96315,2020_2,0.17025317787692568
C_sharp,2020,2,79827,2020_2,0.5014862784648867
Swift,2020,2,52651,2020_2,0.11085330081407996
Ruby,2020,2,46933,2020_2,0.12271879972721073
Objective-C,2020,2,30415,2020_2,0.07867671672457378
Rust,2020,2,25348,2020_2,0.4142607761514704
Kotlin,2020,2,23545,2020_2,0.9495547485199741
Dart,2020,2,15470,2020_2,0.7757461118116856
Scala,2020,2,11932,2020_2,0.14013500210940796
Lua,2020,2,9017,2020_2,0.21465334544353618
Perl,2020,2,5158,2020_2,0.3388045075943165
R,2020,2,2865,2020_2,0.41714285714285715
JavaScript,2020,3,463127,2020_3,0.12872034880946032
Python,2020,3,285984,2020_3,0.03340908571820113
Go,2020,3,207018,2020_3,0.2951410169564423
Java,2020,3,204520,2020_3,0.1814297116138465
C_plus_plus,2020,3,137939,2020_3,0.15322572273836094
TypeScript,2020,3,99209,2020_3,0.5792806894442345
C,2020,3,89280,2020_3,0.25696982000270674
PHP,2020,3,82141,2020_3,0.09567829783651823
C_sharp,2020,3,68203,2020_3,0.1929773342534105
Swift,2020,3,43361,2020_3,0.049616031113015394
Ruby,2020,3,39988,2020_3,0.05956808365537622
Objective-C,2020,3,23774,2020_3,0.04034836609606039
Kotlin,2020,3,22671,2020_3,0.9060743246604647
Rust,2020,3,22037,2020_3,0.1919564925473345
Dart,2020,3,16871,2020_3,0.8493589743589743
Scala,2020,3,10578,2020_3,0.044930389537336524
Lua,2020,3,7206,2020_3,0.07758098698153194
Perl,2020,3,4566,2020_3,0.19377756001959823
R,2020,3,2256,2020_3,0.14945054945054945
JavaScript,2020,4,450183,2020_4,0.11054991394872861
Python,2020,4,322615,2020_4,0.24257131763469839
Go,2020,4,205914,2020_4,0.28327043213659775
Java,2020,4,190713,2020_4,0.1326696378751386
C_plus_plus,2020,4,147076,2020_4,0.24807183266725488
TypeScript,2020,4,101249,2020_4,0.5976322844137385
C,2020,4,93531,2020_4,0.32888415211801325
PHP,2020,4,84442,2020_4,0.1077847461907568
C_sharp,2020,4,68598,2020_4,0.2034609055682361
Ruby,2020,4,41211,2020_4,0.07068879290747897
Swift,2020,4,39856,2020_4,0.026511980488447974
Rust,2020,4,22635,2020_4,0.23210688868000537
Objective-C,2020,4,22188,2020_4,0.031194810291690234
Kotlin,2020,4,18905,2020_4,0.7187204616685737
Dart,2020,4,16965,2020_4,0.8542980243799916
Scala,2020,4,9939,2020_4,0.0
Lua,2020,4,7153,2020_4,0.07356948228882834
Perl,2020,4,4805,2020_4,0.25232729054385106
R,2020,4,2298,2020_4,0.16791208791208792
JavaScript,2021,1,415812,2021_1,0.06230083973687683
Python,2021,1,302788,2021_1,0.12935956878240412
Go,2021,1,194619,2021_1,0.1618227369009602
Java,2021,1,175516,2021_1,0.07900071337255705
C_plus_plus,2021,1,144869,2021_1,0.22516219442570198
C,2021,1,95884,2021_1,0.3686899445121126
TypeScript,2021,1,94700,2021_1,0.5387182670336985
PHP,2021,1,88304,2021_1,0.12810421752672785
C_sharp,2021,1,70723,2021_1,0.25985986517331067
Ruby,2021,1,42116,2021_1,0.07891793589452148
Swift,2021,1,39825,2021_1,0.026307636531426124
Rust,2021,1,24867,2021_1,0.38196589230562644
Objective-C,2021,1,20179,2021_1,0.019599921507970405
Kotlin,2021,1,17946,2021_1,0.6710113924680364
Dart,2021,1,15920,2021_1,0.7993905002101723
Scala,2021,1,10074,2021_1,0.009492335817747152
Lua,2021,1,6656,2021_1,0.035952164698758705
Perl,2021,1,4358,2021_1,0.14282214600685939
R,2021,1,2256,2021_1,0.14945054945054945
JavaScript,2021,2,371431,2021_2,0.0
Python,2021,2,280133,2021_2,0.0
Go,2021,2,182372,2021_2,0.03013881272647119
Java,2021,2,153146,2021_2,0.0
C_plus_plus,2021,2,150033,2021_2,0.2787668033425027
TypeScript,2021,2,145977,2021_2,1.0
C,2021,2,83356,2021_2,0.15675328190553525
PHP,2021,2,63956,2021_2,0.0
C_sharp,2021,2,60932,2021_2,0.0
Swift,2021,2,35834,2021_2,0.0
Ruby,2021,2,33437,2021_2,0.0
Rust,2021,2,19702,2021_2,0.03518195246407949
Objective-C,2021,2,16783,2021_2,0.0
Kotlin,2021,2,16309,2021_2,0.5895726580767126
Dart,2021,2,15604,2021_2,0.7827868852459017
Scala,2021,2,12551,2021_2,0.1836591196737449
Lua,2021,2,6181,2021_2,0.0
Perl,2021,2,3775,2021_2,0.0
R,2021,2,1916,2021_2,0.0
